n,m,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,residual,initial_residual_energy,s_hat_babai,babai_secret_success,delta_exact,exact_best_energy,w_exact,s_hat_exact,exact_secret_success,delta_classical,classical_best_energy,classical_num_steps,w_classical,s_hat_classical,classical_secret_success,delta_qite_primary,qite_primary_best_energy,w_qite_primary,s_hat_qite_primary,qite_primary_secret_success,delta_qite_candidate_best,qite_candidate_best_energy,qite_candidate_best_count,qite_candidate_best_prob,qite_candidate_best_lwe_prior_score,qite_candidate_best_secret_ternary_violation,qite_candidate_best_noise_ternary_violation,qite_candidate_best_secret_weight,qite_candidate_best_noise_weight,w_qite_candidate_best,s_hat_qite_candidate_best,qite_candidate_best_secret_success,qite_candidate_num_unique,qite_candidate_topk_used,qite_candidate_any_secret_success,qite_candidate_any_geometry_improved,qite_candidate_any_matches_exact_state,qite_candidate_any_matches_exact_energy,min_dist2_true_among_candidates,exact_improvable_energy,exact_improvable_state,babai_fail_but_oracle_fix,babai_fail_but_classical_fix,babai_fail_but_qite_primary_fix,babai_fail_but_qite_candidate_best_fix,babai_fail_but_qite_candidate_any_fix,classical_matches_exact_state,classical_matches_exact_energy,qite_primary_matches_exact_state,qite_primary_matches_exact_energy,qite_candidate_best_matches_exact_state,qite_candidate_best_matches_exact_energy,classical_geometry_improved,qite_primary_geometry_improved,qite_candidate_best_geometry_improved,w_true,dist2_true_babai,dist2_true_exact,dist2_true_classical,dist2_true_qite_primary,dist2_true_qite_candidate_best,elapsed_total_sec,elapsed_classical_sec,elapsed_qite_sec,elapsed_candidate_sec,qite_num_qubits,qite_num_params,decoded_top_states,qite_history_len
7,10,17,67,"[0, 0, 0, 0, -1, 0, 0]","[0, 0, 0, 0, 16, 0, 0]","[0, 1, 0, 0, 0, 0, -1, -1, 0, -1]","[-8, -5, -2, 4, -7, -5, 3, 4, -4, -4]","[1, -1, 0, 0, 0, 0, 1, -1, 0, 0]",4.0,"[10, 5, 16, 3, 1, 2, 13]",False,"[0, 0, -1, 1, 0, 0, 0, 0, 0, 0]",4.0,"[-7, -7, -2, 4, -7, -5, 5, 4, -4, -3]","[0, 0, 0, 0, 16, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,0,"[-8, -5, -2, 4, -7, -5, 3, 4, -4, -4]","[10, 5, 16, 3, 1, 2, 13]",False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,"[-8, -5, -2, 4, -7, -5, 3, 4, -4, -4]","[10, 5, 16, 3, 1, 2, 13]",False,"[0, 0, -1, 1, 0, 0, 0, 0, 0, 0]",4.0,8,0.016293279022403257,83.98027754226638,0,0,1,4,"[-7, -7, -2, 4, -7, -5, 5, 4, -4, -3]","[0, 0, 0, 0, 16, 0, 0]",True,20,20,True,True,True,True,0,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,"[-7, -7, -2, 4, -7, -5, 5, 4, -4, -3]",10,0,10,10,0,128.18847416699282,9.824999142438173e-05,127.94586550001986,0.007693082996411249,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 122), ('(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)', 41), ('(0, 0, -1, 0, 0, 0, 0, 0, 0, 0)', 32), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 31), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 28), ('(0, 0, 0, 0, 0, 0, 0, 0, -1, 0)', 22), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, -1)', 16), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 13), ('(0, 0, -1, 0, -1, 0, 0, 0, 0, 0)', 9), ('(0, 0, -1, 1, 0, 0, 0, 0, 0, 0)', 8)]",5
7,10,17,68,"[-1, 0, 0, 0, 1, 0, 0]","[16, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]","[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]","[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]",3.0,"[16, 0, 0, 0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]","[16, 0, 0, 0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,0,"[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]","[16, 0, 0, 0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]","[16, 0, 0, 0, 1, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,128,0.25963488843813387,52.66401875956383,0,0,2,3,"[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]","[16, 0, 0, 0, 1, 0, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-3, 1, -4, -3, 7, 6, -8, -6, -5, 4]",0,0,0,0,0,128.91623962498852,0.00010154099436476827,128.66197129100328,0.009063790988875553,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 128), ('(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)', 31), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 29), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 22), ('(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)', 19), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 19), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 16), ('(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)', 16), ('(0, 0, 1, 0, -1, 0, 0, 0, 0, 0)', 10), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)', 8)]",5
7,10,17,70,"[1, 0, 0, 1, 0, -1, 0]","[1, 0, 0, 1, 0, 16, 0]","[-1, 0, 0, 0, 0, 1, 0, 0, 0, -1]","[0, 3, 3, 5, 4, 1, -8, -6, -2, 3]","[-1, -1, 0, 0, -1, 0, 0, 0, -1, 1]",5.0,"[8, 11, 0, 9, 9, 15, 8]",False,"[-1, 1, 1, 0, 0, 0, -1, 1, 0, 0]",3.0,"[0, 2, 3, 5, 3, 0, -8, -6, -3, 5]","[1, 0, 0, 1, 0, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,0,"[0, 3, 3, 5, 4, 1, -8, -6, -2, 3]","[8, 11, 0, 9, 9, 15, 8]",False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,"[0, 3, 3, 5, 4, 1, -8, -6, -2, 3]","[8, 11, 0, 9, 9, 15, 8]",False,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9.0,6,0.012170385395537525,5099.255408985095,5,0,5,9,"[0, 2, 2, 6, 4, 2, -9, -7, -2, 3]","[3, 0, 11, 3, 3, 0, 3]",False,20,20,False,False,False,False,8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"[0, 2, 3, 5, 3, 0, -8, -6, -3, 5]",8,0,8,8,14,136.0691020829836,0.00010350000229664147,135.80631733400514,0.00848133399267681,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 128), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 34), ('(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)', 28), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 28), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 23), ('(0, 0, 0, 0, 0, 0, 0, 0, -1, 0)', 14), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 14), ('(0, 0, 0, 0, 0, 0, 0, -1, 0, 0)', 11), ('(0, 1, 0, 0, 0, -1, 0, 0, 0, 0)', 9), ('(0, 0, 0, 1, 0, -1, 0, 0, 0, 0)', 7)]",5
7,10,17,71,"[1, 0, 1, 1, -1, 1, -1]","[1, 0, 1, 1, 16, 1, 16]","[0, 0, 0, 1, 0, 0, -1, 0, 0, 1]","[-4, 4, 7, -2, 0, -6, -8, 0, -5, 8]","[0, -1, 0, 0, -1, 0, 1, -1, 0, 0]",4.0,"[8, 15, 12, 13, 6, 4, 15]",False,"[0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",3.0,"[-4, 3, 7, -3, -1, -6, -6, -1, -5, 7]","[1, 0, 1, 1, 16, 1, 16]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,0,"[-4, 4, 7, -2, 0, -6, -8, 0, -5, 8]","[8, 15, 12, 13, 6, 4, 15]",False,"[0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",3.0,"[-4, 3, 7, -3, -1, -6, -6, -1, -5, 7]","[1, 0, 1, 1, 16, 1, 16]",True,"[0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",3.0,6,0.012096774193548387,52.955408985094465,0,0,6,3,"[-4, 3, 7, -3, -1, -6, -6, -1, -5, 7]","[1, 0, 1, 1, 16, 1, 16]",True,20,20,True,True,True,True,0,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,"[-4, 3, 7, -3, -1, -6, -6, -1, -5, 7]",9,0,9,0,0,135.80920829199022,0.00010158400982618332,135.5410622920026,0.006667208013823256,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 137), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 44), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 32), ('(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 29), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 23), ('(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)', 18), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 15), ('(0, 0, 0, 0, 0, 0, 0, -1, 0, 0)', 12), ('(0, 0, 1, 0, 0, -1, 0, 0, 0, 0)', 8), ('(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)', 7)]",5
7,10,17,72,"[-1, 0, 1, -1, 0, -1, 0]","[16, 0, 1, 16, 0, 16, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[16, 0, 1, 16, 0, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]","[16, 0, 1, 16, 0, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0,"[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]","[16, 0, 1, 16, 0, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]","[16, 0, 1, 16, 0, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,363,0.7289156626506024,19.410284613236325,0,0,4,0,"[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]","[16, 0, 1, 16, 0, 16, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[8, -5, -7, 5, 8, 8, 4, -3, -1, -8]",0,0,0,0,0,135.46861350000836,9.508401853963733e-05,135.2085238750151,0.0075217919948045164,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 363), ('(0, -1, 0, 0, 0, 0, 0, 0, 0, 0)', 9), ('(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)', 8), ('(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)', 8), ('(0, 0, 0, 0, 0, 0, -1, 0, 0, 0)', 8), ('(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)', 7), ('(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 7), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 6), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 6), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 6)]",5
7,10,17,74,"[1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]","[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",1.0,"[1, 1, 1, 0, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,"[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]","[1, 1, 1, 0, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0,"[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]","[1, 1, 1, 0, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,"[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]","[1, 1, 1, 0, 1, 0, 1]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,222,0.4530612244897959,30.50928282285399,0,0,5,1,"[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]","[1, 1, 1, 0, 1, 0, 1]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[0, -5, -8, -6, 4, -4, -4, 5, 5, 6]",0,0,0,0,0,135.49765262499568,0.0001025829988066107,135.2176974590111,0.00831883298815228,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 222), ('(0, -1, 0, 0, 0, 0, 0, 0, 0, 0)', 55), ('(0, 0, 0, -1, 0, 0, 0, 0, 0, 0)', 42), ('(0, 0, 0, 0, 0, 0, -1, 0, 0, 0)', 33), ('(0, 0, 0, -1, 0, 0, -1, 0, 0, 0)', 10), ('(0, -1, 0, -1, 0, 0, 0, 0, 0, 0)', 10), ('(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)', 8), ('(0, -1, 0, 0, 0, 0, -1, 0, 0, 0)', 8), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 6), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 5)]",5
7,10,17,73,"[1, -1, 0, 0, 0, 1, 0]","[1, 16, 0, 0, 0, 1, 0]","[0, 0, 0, -1, 1, 0, 0, 0, 0, 1]","[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]","[0, 0, 0, -1, 1, 0, 0, 0, 0, 1]",3.0,"[1, 16, 0, 0, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]","[1, 16, 0, 0, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,0,"[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]","[1, 16, 0, 0, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]","[1, 16, 0, 0, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,153,0.3090909090909091,32.646304739758634,0,0,3,3,"[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]","[1, 16, 0, 0, 0, 1, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-8, 8, 4, 5, 4, 3, -3, -2, -1, -4]",0,0,0,0,0,136.42934358300408,0.00014304200885817409,136.09496808299446,0.0075598749972414225,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 153), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 35), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 29), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 27), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 21), ('(0, -1, 0, 0, 0, 0, 0, 0, 0, 0)', 19), ('(0, 0, 0, 0, 0, 0, 0, -1, 0, 0)', 15), ('(0, 0, 0, 0, 0, 0, 0, 0, -1, 0)', 12), ('(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)', 9), ('(-1, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 9)]",5
7,10,17,75,"[0, 1, 1, 0, -1, 0, 0]","[0, 1, 1, 0, 16, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[0, 1, 1, 0, 16, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]","[0, 1, 1, 0, 16, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0,"[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]","[0, 1, 1, 0, 16, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]","[0, 1, 1, 0, 16, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,365,0.7314629258517034,39.40973666665986,0,0,3,0,"[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]","[0, 1, 1, 0, 16, 0, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[7, -2, -7, -1, 8, 2, -6, 4, -2, 3]",0,0,0,0,0,125.00686975001008,9.683298412710428e-05,124.74992012500297,0.0081461250083521,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 365), ('(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)', 10), ('(0, 0, -1, 0, 0, 0, 0, 0, 0, 0)', 10), ('(0, -1, 0, 0, 0, 0, 0, 0, 0, 0)', 9), ('(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)', 8), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 7), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 7), ('(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)', 6), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, -1)', 6), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 5)]",5
7,10,17,76,"[0, -1, 0, 0, -1, 0, -1]","[0, 16, 0, 0, 16, 0, 16]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1.0,"[0, 16, 0, 0, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,"[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]","[0, 16, 0, 0, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0,"[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]","[0, 16, 0, 0, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,"[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]","[0, 16, 0, 0, 16, 0, 16]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,184,0.3724696356275304,30.527964417492168,0,0,3,1,"[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]","[0, 16, 0, 0, 16, 0, 16]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-1, 4, 8, 0, -2, -1, 4, -7, 7, -8]",0,0,0,0,0,125.45317233301466,8.541700663045049e-05,125.1884014160023,0.006461041019065306,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 184), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 51), ('(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)', 48), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 45), ('(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)', 20), ('(0, 0, 1, 0, 0, 0, 1, 0, 0, 0)', 12), ('(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)', 12), ('(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)', 6), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 6), ('(0, 0, 1, 1, 0, 0, 1, 0, 0, 0)', 5)]",5
7,10,17,77,"[0, 1, 0, 0, 1, -1, 0]","[0, 1, 0, 0, 1, 16, 0]","[-1, 0, 0, 0, -1, 0, -1, 0, 1, 0]","[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]","[-1, 0, 0, 0, -1, 0, -1, 0, 1, 0]",4.0,"[0, 1, 0, 0, 1, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,"[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]","[0, 1, 0, 0, 1, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,0,"[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]","[0, 1, 0, 0, 1, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,"[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]","[0, 1, 0, 0, 1, 16, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,96,0.19672131147540983,43.742528902149665,0,0,3,4,"[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]","[0, 1, 0, 0, 1, 16, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[5, 0, 8, 1, 5, -5, -2, -6, -6, -3]",0,0,0,0,0,126.71341075000237,0.00010391700197942555,126.46052258301643,0.007876749994466081,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 96), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 27), ('(-1, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 25), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 24), ('(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)', 20), ('(0, 0, 0, 0, 0, 0, -1, 0, 0, 0)', 15), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 14), ('(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)', 13), ('(0, 0, 0, -1, 0, 0, 0, 0, 0, 0)', 9), ('(-1, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 7)]",5
7,10,17,78,"[1, 1, -1, 0, 0, 0, 0]","[1, 1, 16, 0, 0, 0, 0]","[0, 0, 0, 0, 1, -1, 0, 0, 0, 0]","[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]","[0, 0, 0, 0, 1, -1, 0, 0, 0, 0]",2.0,"[1, 1, 16, 0, 0, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,"[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]","[1, 1, 16, 0, 0, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,0,"[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]","[1, 1, 16, 0, 0, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,"[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]","[1, 1, 16, 0, 0, 0, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,198,0.4008097165991903,21.570669517527552,0,0,3,2,"[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]","[1, 1, 16, 0, 0, 0, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-1, 8, -4, 7, 2, -4, -8, 7, -3, -3]",0,0,0,0,0,125.85747608399834,9.629101259633899e-05,125.59252254202147,0.007554291980341077,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 198), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 48), ('(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)', 35), ('(0, 0, 0, 0, 0, 0, -1, 0, 0, 0)', 24), ('(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)', 23), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 21), ('(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)', 9), ('(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 9), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 8), ('(0, 0, 0, 0, 0, 0, -1, 0, 0, 1)', 6)]",5
7,10,17,79,"[0, -1, 0, -1, 0, 1, 0]","[0, 16, 0, 16, 0, 1, 0]","[1, 1, -1, 0, 0, 0, 0, 0, 0, 0]","[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]","[1, 1, -1, 0, 0, 0, 0, 0, 0, 0]",3.0,"[0, 16, 0, 16, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]","[0, 16, 0, 16, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,0,"[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]","[0, 16, 0, 16, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,"[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]","[0, 16, 0, 16, 0, 1, 0]",True,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,99,0.20121951219512196,32.68948298140119,0,0,3,3,"[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]","[0, 16, 0, 16, 0, 1, 0]",True,20,20,True,False,True,True,0,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,"[-1, -5, 3, 1, -2, 8, 4, -2, 4, 2]",0,0,0,0,0,126.35209775000112,8.670802344568074e-05,126.08492658400792,0.007397459005005658,20,20,"[('(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)', 99), ('(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)', 32), ('(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)', 30), ('(0, 0, 0, 0, 0, 0, 0, 0, -1, 0)', 23), ('(0, 0, 0, 0, 0, -1, 0, 0, 0, 0)', 21), ('(0, 0, 0, 0, -1, 0, 0, 0, 0, 0)', 14), ('(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)', 13), ('(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)', 12), ('(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)', 12), ('(0, 0, 1, 0, 0, 0, 0, 0, -1, 0)', 9)]",5
